userId	geneSymbol	geneName	entrezgene	gLink
CAMK1G	CAMK1G	calcium/calmodulin dependent protein kinase IG	57172	https://www.ncbi.nlm.nih.gov/gene/?term=57172
ZNF737	ZNF737	zinc finger protein 737	100129842	https://www.ncbi.nlm.nih.gov/gene/?term=100129842
LYPD6B	LYPD6B	LY6/PLAUR domain containing 6B	130576	https://www.ncbi.nlm.nih.gov/gene/?term=130576
MCOLN3	MCOLN3	mucolipin 3	55283	https://www.ncbi.nlm.nih.gov/gene/?term=55283
RNF165	RNF165	ring finger protein 165	494470	https://www.ncbi.nlm.nih.gov/gene/?term=494470
VGLL3	VGLL3	vestigial like family member 3	389136	https://www.ncbi.nlm.nih.gov/gene/?term=389136
GK	GK	glycerol kinase	2710	https://www.ncbi.nlm.nih.gov/gene/?term=2710
ENPP1	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	5167	https://www.ncbi.nlm.nih.gov/gene/?term=5167
KANK1	KANK1	KN motif and ankyrin repeat domains 1	23189	https://www.ncbi.nlm.nih.gov/gene/?term=23189
MAGEB2	MAGEB2	MAGE family member B2	4113	https://www.ncbi.nlm.nih.gov/gene/?term=4113
GRAMD2B	GRAMD2B	GRAM domain containing 2B	65983	https://www.ncbi.nlm.nih.gov/gene/?term=65983
PLAU	PLAU	plasminogen activator, urokinase	5328	https://www.ncbi.nlm.nih.gov/gene/?term=5328
CASK	CASK	calcium/calmodulin dependent serine protein kinase	8573	https://www.ncbi.nlm.nih.gov/gene/?term=8573
CLDN1	CLDN1	claudin 1	9076	https://www.ncbi.nlm.nih.gov/gene/?term=9076
HOXC12	HOXC12	homeobox C12	3228	https://www.ncbi.nlm.nih.gov/gene/?term=3228
HOXB-AS1	HOXB-AS1	HOXB cluster antisense RNA 1	100874362	https://www.ncbi.nlm.nih.gov/gene/?term=100874362
ADCY1	ADCY1	adenylate cyclase 1	107	https://www.ncbi.nlm.nih.gov/gene/?term=107
ZNF536	ZNF536	zinc finger protein 536	9745	https://www.ncbi.nlm.nih.gov/gene/?term=9745
FOXF1	FOXF1	forkhead box F1	2294	https://www.ncbi.nlm.nih.gov/gene/?term=2294
GRIN1	GRIN1	glutamate ionotropic receptor NMDA type subunit 1	2902	https://www.ncbi.nlm.nih.gov/gene/?term=2902
PERP	PERP	PERP, TP53 apoptosis effector	64065	https://www.ncbi.nlm.nih.gov/gene/?term=64065
MILR1	MILR1	mast cell immunoglobulin like receptor 1	284021	https://www.ncbi.nlm.nih.gov/gene/?term=284021
PCDH9	PCDH9	protocadherin 9	5101	https://www.ncbi.nlm.nih.gov/gene/?term=5101
PRLHR	PRLHR	prolactin releasing hormone receptor	2834	https://www.ncbi.nlm.nih.gov/gene/?term=2834
LYL1	LYL1	LYL1, basic helix-loop-helix family member	4066	https://www.ncbi.nlm.nih.gov/gene/?term=4066
OLFM3	OLFM3	olfactomedin 3	118427	https://www.ncbi.nlm.nih.gov/gene/?term=118427
SP100	SP100	SP100 nuclear antigen	6672	https://www.ncbi.nlm.nih.gov/gene/?term=6672
PROX1	PROX1	prospero homeobox 1	5629	https://www.ncbi.nlm.nih.gov/gene/?term=5629
WNK2	WNK2	WNK lysine deficient protein kinase 2	65268	https://www.ncbi.nlm.nih.gov/gene/?term=65268
FAM163B	FAM163B	family with sequence similarity 163 member B	642968	https://www.ncbi.nlm.nih.gov/gene/?term=642968
HRH3	HRH3	histamine receptor H3	11255	https://www.ncbi.nlm.nih.gov/gene/?term=11255
ADCYAP1R1	ADCYAP1R1	ADCYAP receptor type I	117	https://www.ncbi.nlm.nih.gov/gene/?term=117
HOXA13	HOXA13	homeobox A13	3209	https://www.ncbi.nlm.nih.gov/gene/?term=3209
CKMT1B	CKMT1B	creatine kinase, mitochondrial 1B	1159	https://www.ncbi.nlm.nih.gov/gene/?term=1159
ATCAY	ATCAY	ATCAY, caytaxin	85300	https://www.ncbi.nlm.nih.gov/gene/?term=85300
THBS1	THBS1	thrombospondin 1	7057	https://www.ncbi.nlm.nih.gov/gene/?term=7057
GRM7	GRM7	glutamate metabotropic receptor 7	2917	https://www.ncbi.nlm.nih.gov/gene/?term=2917
OSMR	OSMR	oncostatin M receptor	9180	https://www.ncbi.nlm.nih.gov/gene/?term=9180
ITGBL1	ITGBL1	integrin subunit beta like 1	9358	https://www.ncbi.nlm.nih.gov/gene/?term=9358
DYNLT3	DYNLT3	dynein light chain Tctex-type 3	6990	https://www.ncbi.nlm.nih.gov/gene/?term=6990
TMEM179	TMEM179	transmembrane protein 179	388021	https://www.ncbi.nlm.nih.gov/gene/?term=388021
FAM181B	FAM181B	family with sequence similarity 181 member B	220382	https://www.ncbi.nlm.nih.gov/gene/?term=220382
SCRT2	SCRT2	scratch family transcriptional repressor 2	85508	https://www.ncbi.nlm.nih.gov/gene/?term=85508
ZNF518B	ZNF518B	zinc finger protein 518B	85460	https://www.ncbi.nlm.nih.gov/gene/?term=85460
FGF5	FGF5	fibroblast growth factor 5	2250	https://www.ncbi.nlm.nih.gov/gene/?term=2250
CHGB	CHGB	chromogranin B	1114	https://www.ncbi.nlm.nih.gov/gene/?term=1114
GPX7	GPX7	glutathione peroxidase 7	2882	https://www.ncbi.nlm.nih.gov/gene/?term=2882
UST	UST	uronyl 2-sulfotransferase	10090	https://www.ncbi.nlm.nih.gov/gene/?term=10090
LINC02475	LINC02475	long intergenic non-protein coding RNA 2475	100506827	https://www.ncbi.nlm.nih.gov/gene/?term=100506827
CNTNAP5	CNTNAP5	contactin associated protein like 5	129684	https://www.ncbi.nlm.nih.gov/gene/?term=129684
HPCAL4	HPCAL4	hippocalcin like 4	51440	https://www.ncbi.nlm.nih.gov/gene/?term=51440
SYN2	SYN2	synapsin II	6854	https://www.ncbi.nlm.nih.gov/gene/?term=6854
RUNX2	RUNX2	runt related transcription factor 2	860	https://www.ncbi.nlm.nih.gov/gene/?term=860
GDAP1L1	GDAP1L1	ganglioside induced differentiation associated protein 1 like 1	78997	https://www.ncbi.nlm.nih.gov/gene/?term=78997
EGF	EGF	epidermal growth factor	1950	https://www.ncbi.nlm.nih.gov/gene/?term=1950
SPTSSB	SPTSSB	serine palmitoyltransferase small subunit B	165679	https://www.ncbi.nlm.nih.gov/gene/?term=165679
AP3B2	AP3B2	adaptor related protein complex 3 subunit beta 2	8120	https://www.ncbi.nlm.nih.gov/gene/?term=8120
DPYSL5	DPYSL5	dihydropyrimidinase like 5	56896	https://www.ncbi.nlm.nih.gov/gene/?term=56896
SERP2	SERP2	stress associated endoplasmic reticulum protein family member 2	387923	https://www.ncbi.nlm.nih.gov/gene/?term=387923
CNKSR2	CNKSR2	connector enhancer of kinase suppressor of Ras 2	22866	https://www.ncbi.nlm.nih.gov/gene/?term=22866
IL1R1	IL1R1	interleukin 1 receptor type 1	3554	https://www.ncbi.nlm.nih.gov/gene/?term=3554
KCNA3	KCNA3	potassium voltage-gated channel subfamily A member 3	3738	https://www.ncbi.nlm.nih.gov/gene/?term=3738
ABCC9	ABCC9	ATP binding cassette subfamily C member 9	10060	https://www.ncbi.nlm.nih.gov/gene/?term=10060
LINC01139	LINC01139	long intergenic non-protein coding RNA 1139	339535	https://www.ncbi.nlm.nih.gov/gene/?term=339535
ZNF43	ZNF43	zinc finger protein 43	7594	https://www.ncbi.nlm.nih.gov/gene/?term=7594
IGF2-AS	IGF2-AS	IGF2 antisense RNA	51214	https://www.ncbi.nlm.nih.gov/gene/?term=51214
NTNG1	NTNG1	netrin G1	22854	https://www.ncbi.nlm.nih.gov/gene/?term=22854
MAGEA4	MAGEA4	MAGE family member A4	4103	https://www.ncbi.nlm.nih.gov/gene/?term=4103
LGR5	LGR5	leucine rich repeat containing G protein-coupled receptor 5	8549	https://www.ncbi.nlm.nih.gov/gene/?term=8549
RPGR	RPGR	retinitis pigmentosa GTPase regulator	6103	https://www.ncbi.nlm.nih.gov/gene/?term=6103
IL4R	IL4R	interleukin 4 receptor	3566	https://www.ncbi.nlm.nih.gov/gene/?term=3566
JPH2	JPH2	junctophilin 2	57158	https://www.ncbi.nlm.nih.gov/gene/?term=57158
COL1A1	COL1A1	collagen type I alpha 1 chain	1277	https://www.ncbi.nlm.nih.gov/gene/?term=1277
LY6K	LY6K	lymphocyte antigen 6 family member K	54742	https://www.ncbi.nlm.nih.gov/gene/?term=54742
SDK1	SDK1	sidekick cell adhesion molecule 1	221935	https://www.ncbi.nlm.nih.gov/gene/?term=221935
NMRAL2P	NMRAL2P	NmrA like redox sensor 2, pseudogene	344887	https://www.ncbi.nlm.nih.gov/gene/?term=344887
ZIC2	ZIC2	Zic family member 2	7546	https://www.ncbi.nlm.nih.gov/gene/?term=7546
RPSAP52	RPSAP52	ribosomal protein SA pseudogene 52	204010	https://www.ncbi.nlm.nih.gov/gene/?term=204010
CAMSAP3	CAMSAP3	calmodulin regulated spectrin associated protein family member 3	57662	https://www.ncbi.nlm.nih.gov/gene/?term=57662
CCDC85A	CCDC85A	coiled-coil domain containing 85A	114800	https://www.ncbi.nlm.nih.gov/gene/?term=114800
SIX1	SIX1	SIX homeobox 1	6495	https://www.ncbi.nlm.nih.gov/gene/?term=6495
CYP7B1	CYP7B1	cytochrome P450 family 7 subfamily B member 1	9420	https://www.ncbi.nlm.nih.gov/gene/?term=9420
SYDE2	SYDE2	synapse defective Rho GTPase homolog 2	84144	https://www.ncbi.nlm.nih.gov/gene/?term=84144
HOXB5	HOXB5	homeobox B5	3215	https://www.ncbi.nlm.nih.gov/gene/?term=3215
PCDHA11	PCDHA11	protocadherin alpha 11	56138	https://www.ncbi.nlm.nih.gov/gene/?term=56138
CHI3L1	CHI3L1	chitinase 3 like 1	1116	https://www.ncbi.nlm.nih.gov/gene/?term=1116
HOXA11	HOXA11	homeobox A11	3207	https://www.ncbi.nlm.nih.gov/gene/?term=3207
ZBED9	ZBED9	zinc finger BED-type containing 9	114821	https://www.ncbi.nlm.nih.gov/gene/?term=114821
MYCNOS	MYCNOS	MYCN opposite strand	10408	https://www.ncbi.nlm.nih.gov/gene/?term=10408
PTH2R	PTH2R	parathyroid hormone 2 receptor	5746	https://www.ncbi.nlm.nih.gov/gene/?term=5746
MAP10	MAP10	microtubule associated protein 10	54627	https://www.ncbi.nlm.nih.gov/gene/?term=54627
LRRTM1	LRRTM1	leucine rich repeat transmembrane neuronal 1	347730	https://www.ncbi.nlm.nih.gov/gene/?term=347730
SEMA6D	SEMA6D	semaphorin 6D	80031	https://www.ncbi.nlm.nih.gov/gene/?term=80031
DMD	DMD	dystrophin	1756	https://www.ncbi.nlm.nih.gov/gene/?term=1756
FAM20C	FAM20C	FAM20C, golgi associated secretory pathway kinase	56975	https://www.ncbi.nlm.nih.gov/gene/?term=56975
VSTM2A	VSTM2A	V-set and transmembrane domain containing 2A	222008	https://www.ncbi.nlm.nih.gov/gene/?term=222008
ELFN2	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	114794	https://www.ncbi.nlm.nih.gov/gene/?term=114794
SCRT1	SCRT1	scratch family transcriptional repressor 1	83482	https://www.ncbi.nlm.nih.gov/gene/?term=83482
ADGRF5	ADGRF5	adhesion G protein-coupled receptor F5	221395	https://www.ncbi.nlm.nih.gov/gene/?term=221395
ZNF69	ZNF69	zinc finger protein 69	7620	https://www.ncbi.nlm.nih.gov/gene/?term=7620
APLNR	APLNR	apelin receptor	187	https://www.ncbi.nlm.nih.gov/gene/?term=187
HRH2	HRH2	histamine receptor H2	3274	https://www.ncbi.nlm.nih.gov/gene/?term=3274
LHFPL4	LHFPL4	LHFPL tetraspan subfamily member 4	375323	https://www.ncbi.nlm.nih.gov/gene/?term=375323
GADD45G	GADD45G	growth arrest and DNA damage inducible gamma	10912	https://www.ncbi.nlm.nih.gov/gene/?term=10912
TSHZ2	TSHZ2	teashirt zinc finger homeobox 2	128553	https://www.ncbi.nlm.nih.gov/gene/?term=128553
PAX3	PAX3	paired box 3	5077	https://www.ncbi.nlm.nih.gov/gene/?term=5077
GFRA2	GFRA2	GDNF family receptor alpha 2	2675	https://www.ncbi.nlm.nih.gov/gene/?term=2675
CRIM1-DT	CRIM1-DT	CRIM1 divergent transcript	100288911	https://www.ncbi.nlm.nih.gov/gene/?term=100288911
DUSP26	DUSP26	dual specificity phosphatase 26	78986	https://www.ncbi.nlm.nih.gov/gene/?term=78986
LINC00460	LINC00460	long intergenic non-protein coding RNA 460	728192	https://www.ncbi.nlm.nih.gov/gene/?term=728192
DRD2	DRD2	dopamine receptor D2	1813	https://www.ncbi.nlm.nih.gov/gene/?term=1813
ZNF682	ZNF682	zinc finger protein 682	91120	https://www.ncbi.nlm.nih.gov/gene/?term=91120
SVOP	SVOP	SV2 related protein	55530	https://www.ncbi.nlm.nih.gov/gene/?term=55530
SLC14A1	SLC14A1	solute carrier family 14 member 1 (Kidd blood group)	6563	https://www.ncbi.nlm.nih.gov/gene/?term=6563
SAGE1	SAGE1	sarcoma antigen 1	55511	https://www.ncbi.nlm.nih.gov/gene/?term=55511
TFAP2A-AS1	TFAP2A-AS1	TFAP2A antisense RNA 1	100130275	https://www.ncbi.nlm.nih.gov/gene/?term=100130275
PTX3	PTX3	pentraxin 3	5806	https://www.ncbi.nlm.nih.gov/gene/?term=5806
PCSK9	PCSK9	proprotein convertase subtilisin/kexin type 9	255738	https://www.ncbi.nlm.nih.gov/gene/?term=255738
HFM1	HFM1	HFM1, ATP dependent DNA helicase homolog	164045	https://www.ncbi.nlm.nih.gov/gene/?term=164045
LINC02454	LINC02454	long intergenic non-protein coding RNA 2454	105369807	https://www.ncbi.nlm.nih.gov/gene/?term=105369807
ZFP92	ZFP92	ZFP92 zinc finger protein	139735	https://www.ncbi.nlm.nih.gov/gene/?term=139735
MPV17L	MPV17L	MPV17 mitochondrial inner membrane protein like	255027	https://www.ncbi.nlm.nih.gov/gene/?term=255027
KIRREL1	KIRREL1	kirre like nephrin family adhesion molecule 1	55243	https://www.ncbi.nlm.nih.gov/gene/?term=55243
SNTB1	SNTB1	syntrophin beta 1	6641	https://www.ncbi.nlm.nih.gov/gene/?term=6641
ZNF229	ZNF229	zinc finger protein 229	7772	https://www.ncbi.nlm.nih.gov/gene/?term=7772
EBF3	EBF3	EBF transcription factor 3	253738	https://www.ncbi.nlm.nih.gov/gene/?term=253738
CPNE4	CPNE4	copine 4	131034	https://www.ncbi.nlm.nih.gov/gene/?term=131034
MCOLN2	MCOLN2	mucolipin 2	255231	https://www.ncbi.nlm.nih.gov/gene/?term=255231
SRPX2	SRPX2	sushi repeat containing protein X-linked 2	27286	https://www.ncbi.nlm.nih.gov/gene/?term=27286
COL23A1	COL23A1	collagen type XXIII alpha 1 chain	91522	https://www.ncbi.nlm.nih.gov/gene/?term=91522
ZNF826P	ZNF826P	zinc finger protein 826, pseudogene	664701	https://www.ncbi.nlm.nih.gov/gene/?term=664701
EMILIN3	EMILIN3	elastin microfibril interfacer 3	90187	https://www.ncbi.nlm.nih.gov/gene/?term=90187
MIR31HG	MIR31HG	MIR31 host gene	554202	https://www.ncbi.nlm.nih.gov/gene/?term=554202
SULF2	SULF2	sulfatase 2	55959	https://www.ncbi.nlm.nih.gov/gene/?term=55959
ACP7	ACP7	acid phosphatase 7, tartrate resistant (putative)	390928	https://www.ncbi.nlm.nih.gov/gene/?term=390928
ADRB1	ADRB1	adrenoceptor beta 1	153	https://www.ncbi.nlm.nih.gov/gene/?term=153
C4BPAP1	C4BPAP1	complement component 4 binding protein, alpha pseudogene 1	727859	https://www.ncbi.nlm.nih.gov/gene/?term=727859
THBS2	THBS2	thrombospondin 2	7058	https://www.ncbi.nlm.nih.gov/gene/?term=7058
STC2	STC2	stanniocalcin 2	8614	https://www.ncbi.nlm.nih.gov/gene/?term=8614
IFITM3	IFITM3	interferon induced transmembrane protein 3	10410	https://www.ncbi.nlm.nih.gov/gene/?term=10410
EXO5	EXO5	exonuclease 5	64789	https://www.ncbi.nlm.nih.gov/gene/?term=64789
MIR548XHG	MIR548XHG	MIR548X host gene	101927797	https://www.ncbi.nlm.nih.gov/gene/?term=101927797
SRRM4	SRRM4	serine/arginine repetitive matrix 4	84530	https://www.ncbi.nlm.nih.gov/gene/?term=84530
FAM222A-AS1	FAM222A-AS1	FAM222A antisense RNA 1	84983	https://www.ncbi.nlm.nih.gov/gene/?term=84983
IGHM	IGHM	immunoglobulin heavy constant mu	3507	https://www.ncbi.nlm.nih.gov/gene/?term=3507
CBLN1	CBLN1	cerebellin 1 precursor	869	https://www.ncbi.nlm.nih.gov/gene/?term=869
MAGEC1	MAGEC1	MAGE family member C1	9947	https://www.ncbi.nlm.nih.gov/gene/?term=9947
HSD11B1	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1	3290	https://www.ncbi.nlm.nih.gov/gene/?term=3290
TAGLN3	TAGLN3	transgelin 3	29114	https://www.ncbi.nlm.nih.gov/gene/?term=29114
KLF4	KLF4	Kruppel like factor 4	9314	https://www.ncbi.nlm.nih.gov/gene/?term=9314
ANKRD1	ANKRD1	ankyrin repeat domain 1	27063	https://www.ncbi.nlm.nih.gov/gene/?term=27063
SHANK2	SHANK2	SH3 and multiple ankyrin repeat domains 2	22941	https://www.ncbi.nlm.nih.gov/gene/?term=22941
IL13RA2	IL13RA2	interleukin 13 receptor subunit alpha 2	3598	https://www.ncbi.nlm.nih.gov/gene/?term=3598
LINGO1	LINGO1	leucine rich repeat and Ig domain containing 1	84894	https://www.ncbi.nlm.nih.gov/gene/?term=84894
SLC7A14	SLC7A14	solute carrier family 7 member 14	57709	https://www.ncbi.nlm.nih.gov/gene/?term=57709
SLITRK6	SLITRK6	SLIT and NTRK like family member 6	84189	https://www.ncbi.nlm.nih.gov/gene/?term=84189
DBH	DBH	dopamine beta-hydroxylase	1621	https://www.ncbi.nlm.nih.gov/gene/?term=1621
RIMS1	RIMS1	regulating synaptic membrane exocytosis 1	22999	https://www.ncbi.nlm.nih.gov/gene/?term=22999
NHEG1	NHEG1	neuroblastoma highly expressed 1	100294720	https://www.ncbi.nlm.nih.gov/gene/?term=100294720
ITGA5	ITGA5	integrin subunit alpha 5	3678	https://www.ncbi.nlm.nih.gov/gene/?term=3678
LINC01546	LINC01546	long intergenic non-protein coding RNA 1546	100129464	https://www.ncbi.nlm.nih.gov/gene/?term=100129464
APOL3	APOL3	apolipoprotein L3	80833	https://www.ncbi.nlm.nih.gov/gene/?term=80833
TLR3	TLR3	toll like receptor 3	7098	https://www.ncbi.nlm.nih.gov/gene/?term=7098
ZMAT4	ZMAT4	zinc finger matrin-type 4	79698	https://www.ncbi.nlm.nih.gov/gene/?term=79698
FEZF1	FEZF1	FEZ family zinc finger 1	389549	https://www.ncbi.nlm.nih.gov/gene/?term=389549
PCDHAC1	PCDHAC1	protocadherin alpha subfamily C, 1	56135	https://www.ncbi.nlm.nih.gov/gene/?term=56135
FCGR2A	FCGR2A	Fc fragment of IgG receptor IIa	2212	https://www.ncbi.nlm.nih.gov/gene/?term=2212
TPBGL	TPBGL	trophoblast glycoprotein like	100507050	https://www.ncbi.nlm.nih.gov/gene/?term=100507050
DDX53	DDX53	DEAD-box helicase 53	168400	https://www.ncbi.nlm.nih.gov/gene/?term=168400
PCED1B	PCED1B	PC-esterase domain containing 1B	91523	https://www.ncbi.nlm.nih.gov/gene/?term=91523
TTBK1	TTBK1	tau tubulin kinase 1	84630	https://www.ncbi.nlm.nih.gov/gene/?term=84630
MID2	MID2	midline 2	11043	https://www.ncbi.nlm.nih.gov/gene/?term=11043
HOXB7	HOXB7	homeobox B7	3217	https://www.ncbi.nlm.nih.gov/gene/?term=3217
COCH	COCH	cochlin	1690	https://www.ncbi.nlm.nih.gov/gene/?term=1690
FOXL1	FOXL1	forkhead box L1	2300	https://www.ncbi.nlm.nih.gov/gene/?term=2300
MASP1	MASP1	mannan binding lectin serine peptidase 1	5648	https://www.ncbi.nlm.nih.gov/gene/?term=5648
LINC00237	LINC00237	long intergenic non-protein coding RNA 237	105372556	https://www.ncbi.nlm.nih.gov/gene/?term=105372556
PDPN	PDPN	podoplanin	10630	https://www.ncbi.nlm.nih.gov/gene/?term=10630
SDR42E1	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1	93517	https://www.ncbi.nlm.nih.gov/gene/?term=93517
UNC5A	UNC5A	unc-5 netrin receptor A	90249	https://www.ncbi.nlm.nih.gov/gene/?term=90249
HCP5	HCP5	HLA complex P5	10866	https://www.ncbi.nlm.nih.gov/gene/?term=10866
MICB	MICB	MHC class I polypeptide-related sequence B	4277	https://www.ncbi.nlm.nih.gov/gene/?term=4277
STOM	STOM	stomatin	2040	https://www.ncbi.nlm.nih.gov/gene/?term=2040
MIR4527HG	MIR4527HG	MIR4527 host gene	110175910	https://www.ncbi.nlm.nih.gov/gene/?term=110175910
PDIA2	PDIA2	protein disulfide isomerase family A member 2	64714	https://www.ncbi.nlm.nih.gov/gene/?term=64714
ZNF816	ZNF816	zinc finger protein 816	125893	https://www.ncbi.nlm.nih.gov/gene/?term=125893
SERPINB7	SERPINB7	serpin family B member 7	8710	https://www.ncbi.nlm.nih.gov/gene/?term=8710
SV2C	SV2C	synaptic vesicle glycoprotein 2C	22987	https://www.ncbi.nlm.nih.gov/gene/?term=22987
HOXA10	HOXA10	homeobox A10	3206	https://www.ncbi.nlm.nih.gov/gene/?term=3206
PTGER4	PTGER4	prostaglandin E receptor 4	5734	https://www.ncbi.nlm.nih.gov/gene/?term=5734
TMEM108-AS1	TMEM108-AS1	TMEM108 antisense RNA 1	101927455	https://www.ncbi.nlm.nih.gov/gene/?term=101927455
CD44	CD44	CD44 molecule (Indian blood group)	960	https://www.ncbi.nlm.nih.gov/gene/?term=960
BMP4	BMP4	bone morphogenetic protein 4	652	https://www.ncbi.nlm.nih.gov/gene/?term=652
ELFN1-AS1	ELFN1-AS1	ELFN1 antisense RNA 1	101927125	https://www.ncbi.nlm.nih.gov/gene/?term=101927125
TTLL6	TTLL6	tubulin tyrosine ligase like 6	284076	https://www.ncbi.nlm.nih.gov/gene/?term=284076
ZNF718	ZNF718	zinc finger protein 718	255403	https://www.ncbi.nlm.nih.gov/gene/?term=255403
SLC38A4	SLC38A4	solute carrier family 38 member 4	55089	https://www.ncbi.nlm.nih.gov/gene/?term=55089
TMEM158	TMEM158	transmembrane protein 158 (gene/pseudogene)	25907	https://www.ncbi.nlm.nih.gov/gene/?term=25907
AKR1E2	AKR1E2	aldo-keto reductase family 1 member E2	83592	https://www.ncbi.nlm.nih.gov/gene/?term=83592
CHRM1	CHRM1	cholinergic receptor muscarinic 1	1128	https://www.ncbi.nlm.nih.gov/gene/?term=1128
EBI3	EBI3	Epstein-Barr virus induced 3	10148	https://www.ncbi.nlm.nih.gov/gene/?term=10148
VSTM4	VSTM4	V-set and transmembrane domain containing 4	196740	https://www.ncbi.nlm.nih.gov/gene/?term=196740
MME-AS1	MME-AS1	MME antisense RNA 1	100873918	https://www.ncbi.nlm.nih.gov/gene/?term=100873918
LINC00470	LINC00470	long intergenic non-protein coding RNA 470	56651	https://www.ncbi.nlm.nih.gov/gene/?term=56651
CAVIN1	CAVIN1	caveolae associated protein 1	284119	https://www.ncbi.nlm.nih.gov/gene/?term=284119
ZNF879	ZNF879	zinc finger protein 879	345462	https://www.ncbi.nlm.nih.gov/gene/?term=345462
PABPC4L	PABPC4L	poly(A) binding protein cytoplasmic 4 like	132430	https://www.ncbi.nlm.nih.gov/gene/?term=132430
MIR3142HG	MIR3142HG	MIR3142 host gene	107075116	https://www.ncbi.nlm.nih.gov/gene/?term=107075116
GBGT1	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)	26301	https://www.ncbi.nlm.nih.gov/gene/?term=26301
LINC01102	LINC01102	long intergenic non-protein coding RNA 1102	150568	https://www.ncbi.nlm.nih.gov/gene/?term=150568
TMEM132E	TMEM132E	transmembrane protein 132E	124842	https://www.ncbi.nlm.nih.gov/gene/?term=124842
TRIML2	TRIML2	tripartite motif family like 2	205860	https://www.ncbi.nlm.nih.gov/gene/?term=205860
NKAIN1	NKAIN1	sodium/potassium transporting ATPase interacting 1	79570	https://www.ncbi.nlm.nih.gov/gene/?term=79570
SCN3A	SCN3A	sodium voltage-gated channel alpha subunit 3	6328	https://www.ncbi.nlm.nih.gov/gene/?term=6328
ATP1A3	ATP1A3	ATPase Na+/K+ transporting subunit alpha 3	478	https://www.ncbi.nlm.nih.gov/gene/?term=478
HOOK1	HOOK1	hook microtubule tethering protein 1	51361	https://www.ncbi.nlm.nih.gov/gene/?term=51361
NOL4	NOL4	nucleolar protein 4	8715	https://www.ncbi.nlm.nih.gov/gene/?term=8715
PRRG4	PRRG4	proline rich and Gla domain 4	79056	https://www.ncbi.nlm.nih.gov/gene/?term=79056
ZYG11A	ZYG11A	zyg-11 family member A, cell cycle regulator	440590	https://www.ncbi.nlm.nih.gov/gene/?term=440590
SBK1	SBK1	SH3 domain binding kinase 1	388228	https://www.ncbi.nlm.nih.gov/gene/?term=388228
SLC19A3	SLC19A3	solute carrier family 19 member 3	80704	https://www.ncbi.nlm.nih.gov/gene/?term=80704
MANCR	MANCR	mitotically associated long non coding RNA	100216001	https://www.ncbi.nlm.nih.gov/gene/?term=100216001
HOXB-AS3	HOXB-AS3	HOXB cluster antisense RNA 3	404266	https://www.ncbi.nlm.nih.gov/gene/?term=404266
TSPAN18	TSPAN18	tetraspanin 18	90139	https://www.ncbi.nlm.nih.gov/gene/?term=90139
