userId	geneSymbol	geneName	entrezgene	gLink
MMP19	MMP19	matrix metallopeptidase 19	4327	https://www.ncbi.nlm.nih.gov/gene/?term=4327
C1QTNF8	C1QTNF8	C1q and TNF related 8	390664	https://www.ncbi.nlm.nih.gov/gene/?term=390664
CA12	CA12	carbonic anhydrase 12	771	https://www.ncbi.nlm.nih.gov/gene/?term=771
QRFPR	QRFPR	pyroglutamylated RFamide peptide receptor	84109	https://www.ncbi.nlm.nih.gov/gene/?term=84109
S100A10	S100A10	S100 calcium binding protein A10	6281	https://www.ncbi.nlm.nih.gov/gene/?term=6281
YBX2	YBX2	Y-box binding protein 2	51087	https://www.ncbi.nlm.nih.gov/gene/?term=51087
SLC14A1	SLC14A1	solute carrier family 14 member 1 (Kidd blood group)	6563	https://www.ncbi.nlm.nih.gov/gene/?term=6563
RIN3	RIN3	Ras and Rab interactor 3	79890	https://www.ncbi.nlm.nih.gov/gene/?term=79890
PIWIL1	PIWIL1	piwi like RNA-mediated gene silencing 1	9271	https://www.ncbi.nlm.nih.gov/gene/?term=9271
SERPINE1	SERPINE1	serpin family E member 1	5054	https://www.ncbi.nlm.nih.gov/gene/?term=5054
ELANE	ELANE	elastase, neutrophil expressed	1991	https://www.ncbi.nlm.nih.gov/gene/?term=1991
TRMT9B	TRMT9B	tRNA methyltransferase 9B (putative)	57604	https://www.ncbi.nlm.nih.gov/gene/?term=57604
CDC42EP5	CDC42EP5	CDC42 effector protein 5	148170	https://www.ncbi.nlm.nih.gov/gene/?term=148170
SAMD3	SAMD3	sterile alpha motif domain containing 3	154075	https://www.ncbi.nlm.nih.gov/gene/?term=154075
IL31RA	IL31RA	interleukin 31 receptor A	133396	https://www.ncbi.nlm.nih.gov/gene/?term=133396
BMP3	BMP3	bone morphogenetic protein 3	651	https://www.ncbi.nlm.nih.gov/gene/?term=651
CAPG	CAPG	capping actin protein, gelsolin like	822	https://www.ncbi.nlm.nih.gov/gene/?term=822
EXOC3L4	EXOC3L4	exocyst complex component 3 like 4	91828	https://www.ncbi.nlm.nih.gov/gene/?term=91828
SLC7A8	SLC7A8	solute carrier family 7 member 8	23428	https://www.ncbi.nlm.nih.gov/gene/?term=23428
TGFB2	TGFB2	transforming growth factor beta 2	7042	https://www.ncbi.nlm.nih.gov/gene/?term=7042
PPM1H	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H	57460	https://www.ncbi.nlm.nih.gov/gene/?term=57460
LINC02577	LINC02577	long intergenic non-protein coding RNA 2577	111216280	https://www.ncbi.nlm.nih.gov/gene/?term=111216280
PPP1R1C	PPP1R1C	protein phosphatase 1 regulatory inhibitor subunit 1C	151242	https://www.ncbi.nlm.nih.gov/gene/?term=151242
GALNT15	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15	117248	https://www.ncbi.nlm.nih.gov/gene/?term=117248
CBLN4	CBLN4	cerebellin 4 precursor	140689	https://www.ncbi.nlm.nih.gov/gene/?term=140689
PAX8-AS1	PAX8-AS1	PAX8 antisense RNA 1	654433	https://www.ncbi.nlm.nih.gov/gene/?term=654433
ERAP2	ERAP2	endoplasmic reticulum aminopeptidase 2	64167	https://www.ncbi.nlm.nih.gov/gene/?term=64167
CRYBG1	CRYBG1	crystallin beta-gamma domain containing 1	202	https://www.ncbi.nlm.nih.gov/gene/?term=202
FAP	FAP	fibroblast activation protein alpha	2191	https://www.ncbi.nlm.nih.gov/gene/?term=2191
LINC00857	LINC00857	long intergenic non-protein coding RNA 857	439990	https://www.ncbi.nlm.nih.gov/gene/?term=439990
KCNQ1	KCNQ1	potassium voltage-gated channel subfamily Q member 1	3784	https://www.ncbi.nlm.nih.gov/gene/?term=3784
GBP3	GBP3	guanylate binding protein 3	2635	https://www.ncbi.nlm.nih.gov/gene/?term=2635
LAMA2	LAMA2	laminin subunit alpha 2	3908	https://www.ncbi.nlm.nih.gov/gene/?term=3908
ZFPM2-AS1	ZFPM2-AS1	ZFPM2 antisense RNA 1	102723356	https://www.ncbi.nlm.nih.gov/gene/?term=102723356
KRT15	KRT15	keratin 15	3866	https://www.ncbi.nlm.nih.gov/gene/?term=3866
PADI1	PADI1	peptidyl arginine deiminase 1	29943	https://www.ncbi.nlm.nih.gov/gene/?term=29943
ALX4	ALX4	ALX homeobox 4	60529	https://www.ncbi.nlm.nih.gov/gene/?term=60529
ATP8B1	ATP8B1	ATPase phospholipid transporting 8B1	5205	https://www.ncbi.nlm.nih.gov/gene/?term=5205
S1PR5	S1PR5	sphingosine-1-phosphate receptor 5	53637	https://www.ncbi.nlm.nih.gov/gene/?term=53637
LINC00304	LINC00304	long intergenic non-protein coding RNA 304	283860	https://www.ncbi.nlm.nih.gov/gene/?term=283860
CCDC149	CCDC149	coiled-coil domain containing 149	91050	https://www.ncbi.nlm.nih.gov/gene/?term=91050
VEPH1	VEPH1	ventricular zone expressed PH domain containing 1	79674	https://www.ncbi.nlm.nih.gov/gene/?term=79674
ADAMTS12	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792	https://www.ncbi.nlm.nih.gov/gene/?term=81792
HOXC12	HOXC12	homeobox C12	3228	https://www.ncbi.nlm.nih.gov/gene/?term=3228
KRT18	KRT18	keratin 18	3875	https://www.ncbi.nlm.nih.gov/gene/?term=3875
RCSD1	RCSD1	RCSD domain containing 1	92241	https://www.ncbi.nlm.nih.gov/gene/?term=92241
HTR1D	HTR1D	5-hydroxytryptamine receptor 1D	3352	https://www.ncbi.nlm.nih.gov/gene/?term=3352
LTBP1	LTBP1	latent transforming growth factor beta binding protein 1	4052	https://www.ncbi.nlm.nih.gov/gene/?term=4052
CEMIP	CEMIP	cell migration inducing hyaluronidase 1	57214	https://www.ncbi.nlm.nih.gov/gene/?term=57214
PLEKHG1	PLEKHG1	pleckstrin homology and RhoGEF domain containing G1	57480	https://www.ncbi.nlm.nih.gov/gene/?term=57480
PRRG4	PRRG4	proline rich and Gla domain 4	79056	https://www.ncbi.nlm.nih.gov/gene/?term=79056
IGSF10	IGSF10	immunoglobulin superfamily member 10	285313	https://www.ncbi.nlm.nih.gov/gene/?term=285313
SCIN	SCIN	scinderin	85477	https://www.ncbi.nlm.nih.gov/gene/?term=85477
LOXL2	LOXL2	lysyl oxidase like 2	4017	https://www.ncbi.nlm.nih.gov/gene/?term=4017
BHLHE41	BHLHE41	basic helix-loop-helix family member e41	79365	https://www.ncbi.nlm.nih.gov/gene/?term=79365
DLX3	DLX3	distal-less homeobox 3	1747	https://www.ncbi.nlm.nih.gov/gene/?term=1747
GABRD	GABRD	gamma-aminobutyric acid type A receptor delta subunit	2563	https://www.ncbi.nlm.nih.gov/gene/?term=2563
FBLN5	FBLN5	fibulin 5	10516	https://www.ncbi.nlm.nih.gov/gene/?term=10516
MAP3K7CL	MAP3K7CL	MAP3K7 C-terminal like	56911	https://www.ncbi.nlm.nih.gov/gene/?term=56911
ARHGEF34P	ARHGEF34P	Rho guanine nucleotide exchange factor 34, pseudogene	728377	https://www.ncbi.nlm.nih.gov/gene/?term=728377
CYP24A1	CYP24A1	cytochrome P450 family 24 subfamily A member 1	1591	https://www.ncbi.nlm.nih.gov/gene/?term=1591
COL6A3	COL6A3	collagen type VI alpha 3 chain	1293	https://www.ncbi.nlm.nih.gov/gene/?term=1293
TMEM92	TMEM92	transmembrane protein 92	162461	https://www.ncbi.nlm.nih.gov/gene/?term=162461
PLEKHS1	PLEKHS1	pleckstrin homology domain containing S1	79949	https://www.ncbi.nlm.nih.gov/gene/?term=79949
LHX2	LHX2	LIM homeobox 2	9355	https://www.ncbi.nlm.nih.gov/gene/?term=9355
NGEF	NGEF	neuronal guanine nucleotide exchange factor	25791	https://www.ncbi.nlm.nih.gov/gene/?term=25791
SLFN5	SLFN5	schlafen family member 5	162394	https://www.ncbi.nlm.nih.gov/gene/?term=162394
MEST	MEST	mesoderm specific transcript	4232	https://www.ncbi.nlm.nih.gov/gene/?term=4232
CCDC170	CCDC170	coiled-coil domain containing 170	80129	https://www.ncbi.nlm.nih.gov/gene/?term=80129
IFIH1	IFIH1	interferon induced with helicase C domain 1	64135	https://www.ncbi.nlm.nih.gov/gene/?term=64135
LINC01828	LINC01828	long intergenic non-protein coding RNA 1828	102800447	https://www.ncbi.nlm.nih.gov/gene/?term=102800447
ATP1A2	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2	477	https://www.ncbi.nlm.nih.gov/gene/?term=477
PLAC9P1	PLAC9P1	placenta specific 9 pseudogene 1	389033	https://www.ncbi.nlm.nih.gov/gene/?term=389033
CYYR1	CYYR1	cysteine and tyrosine rich 1	116159	https://www.ncbi.nlm.nih.gov/gene/?term=116159
DACT1	DACT1	dishevelled binding antagonist of beta catenin 1	51339	https://www.ncbi.nlm.nih.gov/gene/?term=51339
TLL1	TLL1	tolloid like 1	7092	https://www.ncbi.nlm.nih.gov/gene/?term=7092
TBX1	TBX1	T-box 1	6899	https://www.ncbi.nlm.nih.gov/gene/?term=6899
CPM	CPM	carboxypeptidase M	1368	https://www.ncbi.nlm.nih.gov/gene/?term=1368
LINC00581	LINC00581	long intergenic non-protein coding RNA 581	100874531	https://www.ncbi.nlm.nih.gov/gene/?term=100874531
LINC01145	LINC01145	long intergenic non-protein coding RNA 1145	103091866	https://www.ncbi.nlm.nih.gov/gene/?term=103091866
LINC00917	LINC00917	long intergenic non-protein coding RNA 917	732275	https://www.ncbi.nlm.nih.gov/gene/?term=732275
LBX1	LBX1	ladybird homeobox 1	10660	https://www.ncbi.nlm.nih.gov/gene/?term=10660
SAMD9L	SAMD9L	sterile alpha motif domain containing 9 like	219285	https://www.ncbi.nlm.nih.gov/gene/?term=219285
PRRG3	PRRG3	proline rich and Gla domain 3	79057	https://www.ncbi.nlm.nih.gov/gene/?term=79057
IL32	IL32	interleukin 32	9235	https://www.ncbi.nlm.nih.gov/gene/?term=9235
MSC-AS1	MSC-AS1	MSC antisense RNA 1	100132891	https://www.ncbi.nlm.nih.gov/gene/?term=100132891
PTGS2	PTGS2	prostaglandin-endoperoxide synthase 2	5743	https://www.ncbi.nlm.nih.gov/gene/?term=5743
JCAD	JCAD	junctional cadherin 5 associated	57608	https://www.ncbi.nlm.nih.gov/gene/?term=57608
LEF1-AS1	LEF1-AS1	LEF1 antisense RNA 1	641518	https://www.ncbi.nlm.nih.gov/gene/?term=641518
CDCP1	CDCP1	CUB domain containing protein 1	64866	https://www.ncbi.nlm.nih.gov/gene/?term=64866
MAGEA4-AS1	MAGEA4-AS1	MAGEA4 antisense RNA 1	105373368	https://www.ncbi.nlm.nih.gov/gene/?term=105373368
C1R	C1R	complement C1r	715	https://www.ncbi.nlm.nih.gov/gene/?term=715
CCNO	CCNO	cyclin O	10309	https://www.ncbi.nlm.nih.gov/gene/?term=10309
SSX2	SSX2	SSX family member 2	6757	https://www.ncbi.nlm.nih.gov/gene/?term=6757
IL22RA1	IL22RA1	interleukin 22 receptor subunit alpha 1	58985	https://www.ncbi.nlm.nih.gov/gene/?term=58985
LINC01829	LINC01829	long intergenic non-protein coding RNA 1829	644838	https://www.ncbi.nlm.nih.gov/gene/?term=644838
PDE1A	PDE1A	phosphodiesterase 1A	5136	https://www.ncbi.nlm.nih.gov/gene/?term=5136
TMEM37	TMEM37	transmembrane protein 37	140738	https://www.ncbi.nlm.nih.gov/gene/?term=140738
ABCG2	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	9429	https://www.ncbi.nlm.nih.gov/gene/?term=9429
TCAF2	TCAF2	TRPM8 channel associated factor 2	285966	https://www.ncbi.nlm.nih.gov/gene/?term=285966
TGIF2LX	TGIF2LX	TGFB induced factor homeobox 2 like X-linked	90316	https://www.ncbi.nlm.nih.gov/gene/?term=90316
SEMA6B	SEMA6B	semaphorin 6B	10501	https://www.ncbi.nlm.nih.gov/gene/?term=10501
PTGFR	PTGFR	prostaglandin F receptor	5737	https://www.ncbi.nlm.nih.gov/gene/?term=5737
NTN4	NTN4	netrin 4	59277	https://www.ncbi.nlm.nih.gov/gene/?term=59277
SP9	SP9	Sp9 transcription factor	100131390	https://www.ncbi.nlm.nih.gov/gene/?term=100131390
CACNA1A	CACNA1A	calcium voltage-gated channel subunit alpha1 A	773	https://www.ncbi.nlm.nih.gov/gene/?term=773
EN1	EN1	engrailed homeobox 1	2019	https://www.ncbi.nlm.nih.gov/gene/?term=2019
ICOSLG	ICOSLG	inducible T cell costimulator ligand	23308	https://www.ncbi.nlm.nih.gov/gene/?term=23308
STEAP1B	STEAP1B	STEAP family member 1B	256227	https://www.ncbi.nlm.nih.gov/gene/?term=256227
MAGEA8	MAGEA8	MAGE family member A8	4107	https://www.ncbi.nlm.nih.gov/gene/?term=4107
FOSL1	FOSL1	FOS like 1, AP-1 transcription factor subunit	8061	https://www.ncbi.nlm.nih.gov/gene/?term=8061
CNGA3	CNGA3	cyclic nucleotide gated channel alpha 3	1261	https://www.ncbi.nlm.nih.gov/gene/?term=1261
ACSS1	ACSS1	acyl-CoA synthetase short chain family member 1	84532	https://www.ncbi.nlm.nih.gov/gene/?term=84532
FN1	FN1	fibronectin 1	2335	https://www.ncbi.nlm.nih.gov/gene/?term=2335
WDR72	WDR72	WD repeat domain 72	256764	https://www.ncbi.nlm.nih.gov/gene/?term=256764
LINC01998	LINC01998	long intergenic non-protein coding RNA 1998	107986046	https://www.ncbi.nlm.nih.gov/gene/?term=107986046
LINC01910	LINC01910	long intergenic non-protein coding RNA 1910	101060542	https://www.ncbi.nlm.nih.gov/gene/?term=101060542
COL13A1	COL13A1	collagen type XIII alpha 1 chain	1305	https://www.ncbi.nlm.nih.gov/gene/?term=1305
HNMT	HNMT	histamine N-methyltransferase	3176	https://www.ncbi.nlm.nih.gov/gene/?term=3176
RYR2	RYR2	ryanodine receptor 2	6262	https://www.ncbi.nlm.nih.gov/gene/?term=6262
EVA1A	EVA1A	eva-1 homolog A, regulator of programmed cell death	84141	https://www.ncbi.nlm.nih.gov/gene/?term=84141
FOXD2	FOXD2	forkhead box D2	2306	https://www.ncbi.nlm.nih.gov/gene/?term=2306
HECW1	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	23072	https://www.ncbi.nlm.nih.gov/gene/?term=23072
MUC13	MUC13	mucin 13, cell surface associated	56667	https://www.ncbi.nlm.nih.gov/gene/?term=56667
SEMA5A	SEMA5A	semaphorin 5A	9037	https://www.ncbi.nlm.nih.gov/gene/?term=9037
ADGRV1	ADGRV1	adhesion G protein-coupled receptor V1	84059	https://www.ncbi.nlm.nih.gov/gene/?term=84059
IL1RAP	IL1RAP	interleukin 1 receptor accessory protein	3556	https://www.ncbi.nlm.nih.gov/gene/?term=3556
CT55	CT55	cancer/testis antigen 55	54967	https://www.ncbi.nlm.nih.gov/gene/?term=54967
LINC01843	LINC01843	long intergenic non-protein coding RNA 1843	101927934	https://www.ncbi.nlm.nih.gov/gene/?term=101927934
PAPSS2	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	9060	https://www.ncbi.nlm.nih.gov/gene/?term=9060
ALOX12P2	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2	245	https://www.ncbi.nlm.nih.gov/gene/?term=245
GTSF1	GTSF1	gametocyte specific factor 1	121355	https://www.ncbi.nlm.nih.gov/gene/?term=121355
IGHG4	IGHG4	immunoglobulin heavy constant gamma 4 (G4m marker)	3503	https://www.ncbi.nlm.nih.gov/gene/?term=3503
FXYD5	FXYD5	FXYD domain containing ion transport regulator 5	53827	https://www.ncbi.nlm.nih.gov/gene/?term=53827
RGCC	RGCC	regulator of cell cycle	28984	https://www.ncbi.nlm.nih.gov/gene/?term=28984
KCNN4	KCNN4	potassium calcium-activated channel subfamily N member 4	3783	https://www.ncbi.nlm.nih.gov/gene/?term=3783
CYP26B1	CYP26B1	cytochrome P450 family 26 subfamily B member 1	56603	https://www.ncbi.nlm.nih.gov/gene/?term=56603
P3H2-AS1	P3H2-AS1	P3H2 antisense RNA 1	101929152	https://www.ncbi.nlm.nih.gov/gene/?term=101929152
FAM20A	FAM20A	FAM20A, golgi associated secretory pathway pseudokinase	54757	https://www.ncbi.nlm.nih.gov/gene/?term=54757
S100A16	S100A16	S100 calcium binding protein A16	140576	https://www.ncbi.nlm.nih.gov/gene/?term=140576
TGFA	TGFA	transforming growth factor alpha	7039	https://www.ncbi.nlm.nih.gov/gene/?term=7039
TNFSF10	TNFSF10	TNF superfamily member 10	8743	https://www.ncbi.nlm.nih.gov/gene/?term=8743
NSUN7	NSUN7	NOP2/Sun RNA methyltransferase family member 7	79730	https://www.ncbi.nlm.nih.gov/gene/?term=79730
RBM24	RBM24	RNA binding motif protein 24	221662	https://www.ncbi.nlm.nih.gov/gene/?term=221662
ABCA10	ABCA10	ATP binding cassette subfamily A member 10	10349	https://www.ncbi.nlm.nih.gov/gene/?term=10349
DPP10-AS1	DPP10-AS1	DPP10 antisense RNA 1	389023	https://www.ncbi.nlm.nih.gov/gene/?term=389023
FOXD3-AS1	FOXD3-AS1	FOXD3 antisense RNA 1	100996301	https://www.ncbi.nlm.nih.gov/gene/?term=100996301
NRK	NRK	Nik related kinase	203447	https://www.ncbi.nlm.nih.gov/gene/?term=203447
TM4SF19	TM4SF19	transmembrane 4 L six family member 19	116211	https://www.ncbi.nlm.nih.gov/gene/?term=116211
DIO2	DIO2	iodothyronine deiodinase 2	1734	https://www.ncbi.nlm.nih.gov/gene/?term=1734
MMP14	MMP14	matrix metallopeptidase 14	4323	https://www.ncbi.nlm.nih.gov/gene/?term=4323
LPP-AS2	LPP-AS2	LPP antisense RNA 2	339929	https://www.ncbi.nlm.nih.gov/gene/?term=339929
MAOB	MAOB	monoamine oxidase B	4129	https://www.ncbi.nlm.nih.gov/gene/?term=4129
TMEM132D-AS1	TMEM132D-AS1	TMEM132D antisense RNA 1	283352	https://www.ncbi.nlm.nih.gov/gene/?term=283352
MICB-DT	MICB-DT	MICB divergent transcript	102725068	https://www.ncbi.nlm.nih.gov/gene/?term=102725068
APCDD1L-DT	APCDD1L-DT	APCDD1L divergent transcript	149773	https://www.ncbi.nlm.nih.gov/gene/?term=149773
NTM	NTM	neurotrimin	50863	https://www.ncbi.nlm.nih.gov/gene/?term=50863
PLAC8	PLAC8	placenta specific 8	51316	https://www.ncbi.nlm.nih.gov/gene/?term=51316
DNAH6	DNAH6	dynein axonemal heavy chain 6	1768	https://www.ncbi.nlm.nih.gov/gene/?term=1768
SATB2	SATB2	SATB homeobox 2	23314	https://www.ncbi.nlm.nih.gov/gene/?term=23314
LBX1-AS1	LBX1-AS1	LBX1 antisense RNA 1	399806	https://www.ncbi.nlm.nih.gov/gene/?term=399806
TNC	TNC	tenascin C	3371	https://www.ncbi.nlm.nih.gov/gene/?term=3371
NR5A2	NR5A2	nuclear receptor subfamily 5 group A member 2	2494	https://www.ncbi.nlm.nih.gov/gene/?term=2494
GPRC5A	GPRC5A	G protein-coupled receptor class C group 5 member A	9052	https://www.ncbi.nlm.nih.gov/gene/?term=9052
GLI3	GLI3	GLI family zinc finger 3	2737	https://www.ncbi.nlm.nih.gov/gene/?term=2737
PLK2	PLK2	polo like kinase 2	10769	https://www.ncbi.nlm.nih.gov/gene/?term=10769
GALNT9	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9	50614	https://www.ncbi.nlm.nih.gov/gene/?term=50614
SIX6	SIX6	SIX homeobox 6	4990	https://www.ncbi.nlm.nih.gov/gene/?term=4990
METTL7B	METTL7B	methyltransferase like 7B	196410	https://www.ncbi.nlm.nih.gov/gene/?term=196410
CCN3	CCN3	cellular communication network factor 3	4856	https://www.ncbi.nlm.nih.gov/gene/?term=4856
LINC01447	LINC01447	long intergenic non-protein coding RNA 1447	101929086	https://www.ncbi.nlm.nih.gov/gene/?term=101929086
F2RL1	F2RL1	F2R like trypsin receptor 1	2150	https://www.ncbi.nlm.nih.gov/gene/?term=2150
C1S	C1S	complement C1s	716	https://www.ncbi.nlm.nih.gov/gene/?term=716
SYT8	SYT8	synaptotagmin 8	90019	https://www.ncbi.nlm.nih.gov/gene/?term=90019
DDX53	DDX53	DEAD-box helicase 53	168400	https://www.ncbi.nlm.nih.gov/gene/?term=168400
AIM2	AIM2	absent in melanoma 2	9447	https://www.ncbi.nlm.nih.gov/gene/?term=9447
SPON2	SPON2	spondin 2	10417	https://www.ncbi.nlm.nih.gov/gene/?term=10417
LINC01186	LINC01186	long intergenic non-protein coding RNA 1186	101927574	https://www.ncbi.nlm.nih.gov/gene/?term=101927574
TMEM229A	TMEM229A	transmembrane protein 229A	730130	https://www.ncbi.nlm.nih.gov/gene/?term=730130
MCOLN3	MCOLN3	mucolipin 3	55283	https://www.ncbi.nlm.nih.gov/gene/?term=55283
HRCT1	HRCT1	histidine rich carboxyl terminus 1	646962	https://www.ncbi.nlm.nih.gov/gene/?term=646962
EYA2	EYA2	EYA transcriptional coactivator and phosphatase 2	2139	https://www.ncbi.nlm.nih.gov/gene/?term=2139
NLRP3	NLRP3	NLR family pyrin domain containing 3	114548	https://www.ncbi.nlm.nih.gov/gene/?term=114548
FOXD1	FOXD1	forkhead box D1	2297	https://www.ncbi.nlm.nih.gov/gene/?term=2297
GPR39	GPR39	G protein-coupled receptor 39	2863	https://www.ncbi.nlm.nih.gov/gene/?term=2863
NTRK3	NTRK3	neurotrophic receptor tyrosine kinase 3	4916	https://www.ncbi.nlm.nih.gov/gene/?term=4916
TRPC4	TRPC4	transient receptor potential cation channel subfamily C member 4	7223	https://www.ncbi.nlm.nih.gov/gene/?term=7223
BRINP2	BRINP2	BMP/retinoic acid inducible neural specific 2	57795	https://www.ncbi.nlm.nih.gov/gene/?term=57795
TRIP6	TRIP6	thyroid hormone receptor interactor 6	7205	https://www.ncbi.nlm.nih.gov/gene/?term=7205
PICART1	PICART1	p53 inducible cancer associated RNA transcript 1	284080	https://www.ncbi.nlm.nih.gov/gene/?term=284080
ZNF662	ZNF662	zinc finger protein 662	389114	https://www.ncbi.nlm.nih.gov/gene/?term=389114
LINC01615	LINC01615	long intergenic non-protein coding RNA 1615	101929484	https://www.ncbi.nlm.nih.gov/gene/?term=101929484
PLPPR1	PLPPR1	phospholipid phosphatase related 1	54886	https://www.ncbi.nlm.nih.gov/gene/?term=54886
DEPP1	DEPP1	DEPP1, autophagy regulator	11067	https://www.ncbi.nlm.nih.gov/gene/?term=11067
NR2F2-AS1	NR2F2-AS1	NR2F2 antisense RNA 1	644192	https://www.ncbi.nlm.nih.gov/gene/?term=644192
SNHG18	SNHG18	small nucleolar RNA host gene 18	100505806	https://www.ncbi.nlm.nih.gov/gene/?term=100505806
LHFPL3-AS1	LHFPL3-AS1	LHFPL3 antisense RNA 1	645591	https://www.ncbi.nlm.nih.gov/gene/?term=645591
SENCR	SENCR	smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA	100507392	https://www.ncbi.nlm.nih.gov/gene/?term=100507392
SPARC	SPARC	secreted protein acidic and cysteine rich	6678	https://www.ncbi.nlm.nih.gov/gene/?term=6678
SLC16A3	SLC16A3	solute carrier family 16 member 3	9123	https://www.ncbi.nlm.nih.gov/gene/?term=9123
CFB	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
PARP14	PARP14	poly(ADP-ribose) polymerase family member 14	54625	https://www.ncbi.nlm.nih.gov/gene/?term=54625
CACNG6	CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6	59285	https://www.ncbi.nlm.nih.gov/gene/?term=59285
SELENOOLP	SELENOOLP	selenoprotein O like, pseudogene	105376462	https://www.ncbi.nlm.nih.gov/gene/?term=105376462
IL4I1	IL4I1	interleukin 4 induced 1	259307	https://www.ncbi.nlm.nih.gov/gene/?term=259307
PDGFB	PDGFB	platelet derived growth factor subunit B	5155	https://www.ncbi.nlm.nih.gov/gene/?term=5155
DOK5	DOK5	docking protein 5	55816	https://www.ncbi.nlm.nih.gov/gene/?term=55816
OTOG	OTOG	otogelin	340990	https://www.ncbi.nlm.nih.gov/gene/?term=340990
BLACAT1	BLACAT1	bladder cancer associated transcript 1	101669762	https://www.ncbi.nlm.nih.gov/gene/?term=101669762
PRL	PRL	prolactin	5617	https://www.ncbi.nlm.nih.gov/gene/?term=5617
FZD8	FZD8	frizzled class receptor 8	8325	https://www.ncbi.nlm.nih.gov/gene/?term=8325
TES	TES	testin LIM domain protein	26136	https://www.ncbi.nlm.nih.gov/gene/?term=26136
ITGA4	ITGA4	integrin subunit alpha 4	3676	https://www.ncbi.nlm.nih.gov/gene/?term=3676
PSORS1C1	PSORS1C1	psoriasis susceptibility 1 candidate 1	170679	https://www.ncbi.nlm.nih.gov/gene/?term=170679
CD82	CD82	CD82 molecule	3732	https://www.ncbi.nlm.nih.gov/gene/?term=3732
RIMS1	RIMS1	regulating synaptic membrane exocytosis 1	22999	https://www.ncbi.nlm.nih.gov/gene/?term=22999
ITGAX	ITGAX	integrin subunit alpha X	3687	https://www.ncbi.nlm.nih.gov/gene/?term=3687
NUAK1	NUAK1	NUAK family kinase 1	9891	https://www.ncbi.nlm.nih.gov/gene/?term=9891
SYT13	SYT13	synaptotagmin 13	57586	https://www.ncbi.nlm.nih.gov/gene/?term=57586
MR1	MR1	major histocompatibility complex, class I-related	3140	https://www.ncbi.nlm.nih.gov/gene/?term=3140
